Valores Confirmados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha;ALAMEDA;;CONCORDIA;;CUPRUM;;EL LIBERTADOR;;HABITAT;;INVIERTA;;PLANVITAL;;PROVIDA;;SAN CRISTOBAL;;SANTA MARIA;;SUMMA;;;;;;;;;;;;;;;;;;;;;;;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;;;;;;;;;;;;;;;;;;;;;;
05-10-2010;22960,49;5917466825206,00;26209,16;5029961552421,00;25233,56;6898302565334,00;25256,30;1550763078,00;46959,91;911921246054,00;22847,97;8915197137877,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06-10-2010;22989,28;5924110066662,00;26249,41;5038520465942,00;25271,47;6908475772921,00;25293,01;1553017120,00;47031,59;915272855980,00;22877,02;8927472360532,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-10-2010;23005,22;5927878102183,00;26268,51;5042063678961,00;25280,46;6910474933299,00;25273,02;1551757281,00;47064,83;915969411911,00;22892,99;8933727100310,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08-10-2010;22979,40;5921142574378,00;26241,53;5036924353736,00;25249,57;6899219199176,00;25244,18;1549986566,00;47014,21;914821738699,00;22862,73;8918507881230,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-10-2010;22979,40;5921142574378,00;26241,53;5036924353736,00;25249,57;6899219199176,00;25244,18;1549986566,00;47014,21;914821738699,00;22862,73;8918507881230,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-10-2010;22979,40;5921142574378,00;26241,53;5036924353736,00;25249,57;6899219199176,00;25244,18;1549986566,00;47014,21;914821738699,00;22862,73;8918507881230,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11-10-2010;22979,40;5921142574378,00;26241,53;5036924353736,00;25249,57;6899219199176,00;25244,18;1549986566,00;47014,21;914821738699,00;22862,73;8918507881230,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12-10-2010;23017,31;5929038696231,00;26283,30;5042871629494,00;25290,53;6911014961279,00;25280,64;1552225483,00;47064,19;915873813882,00;22899,01;8934349677444,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13-10-2010;22946,72;5913047197494,00;26203,70;5028550701932,00;25216,92;6892633186744,00;25205,29;1547841386,00;46948,02;913300607699,00;22832,15;8908259689403,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14-10-2010;23040,16;5939654298566,00;26317,28;5053761976124,00;25315,76;6923378632773,00;25269,58;1553509795,00;47113,67;916676044086,00;22927,17;8945556864362,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-10-2010;23092,98;5956101224115,00;26376,60;5072038754020,00;25364,62;6939997733911,00;25342,19;1638354810,00;47235,78;917875130758,00;22985,52;8966828754143,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16-10-2010;23092,98;5956101224115,00;26376,60;5072038754020,00;25364,62;6939997733911,00;25342,19;1638354810,00;47235,78;917875130758,00;22985,52;8966828754143,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17-10-2010;23092,98;5956101224115,00;26376,60;5072038754020,00;25364,62;6939997733911,00;25342,19;1638354810,00;47235,78;917875130758,00;22985,52;8966828754143,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18-10-2010;23073,79;5957775727076,00;26360,80;5075875122294,00;25343,47;6933978321454,00;25334,14;1782619428,00;47214,88;917559440159,00;22968,56;8976286858800,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19-10-2010;23096,01;5963206254223,00;26383,84;5080143906481,00;25374,29;6946176917231,00;25383,56;1904656112,00;47246,62;920587941957,00;22987,34;8984675371679,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-10-2010;23061,39;5954553017258,00;26359,82;5076672734448,00;25338,98;6939915323700,00;25346,54;2548617135,00;47185,16;919658599021,00;22949,53;8970511865849,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21-10-2010;23111,06;5966818065503,00;26404,55;5086765715725,00;25415,55;6962196564832,00;25398,90;2619780166,00;47284,33;921466297180,00;23002,93;8990770129644,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-10-2010;23134,74;5973085792928,00;26437,46;5093593687039,00;25429,59;6965979418187,00;25404,56;2875583379,00;47353,11;922908953265,00;23030,27;9001508481332,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23-10-2010;23134,74;5973085792928,00;26437,46;5093593687039,00;25429,59;6965979418187,00;25404,56;2875583379,00;47353,11;922908953265,00;23030,27;9001508481332,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24-10-2010;23134,74;5973085792928,00;26437,46;5093593687039,00;25429,59;6965979418187,00;25404,56;2875583379,00;47353,11;922908953265,00;23030,27;9001508481332,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-10-2010;23142,57;5976490886280,00;26453,70;5096554205788,00;25445,36;6969770415401,00;25409,12;2909449943,00;47368,61;923210996677,00;23038,53;9004709369572,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26-10-2010;23199,90;5991310373898,00;26530,77;5113091162484,00;25513,40;6989871986655,00;25450,90;2917563542,00;47474,30;925370769260,00;23087,37;9023784512472,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27-10-2010;23254,68;6006395965141,00;26592,68;5126407982955,00;25574,06;7006776935184,00;25534,94;2943602787,00;47565,26;927421269217,00;23145,75;9046757418824,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28-10-2010;23257,13;6005804268131,00;26601,26;5130027557179,00;25569,92;7006458053973,00;25554,96;2957978567,00;47599,01;928237271933,00;23150,45;9048551623579,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29-10-2010;23290,17;6009117327959,00;26616,23;5129931315951,00;25605,03;7013558258831,00;25607,80;2989404455,00;47665,07;928318244887,00;23174,31;9058376888860,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-10-2010;23290,17;6009117327959,00;26616,23;5129931315951,00;25605,03;7013558258831,00;25607,80;2989404455,00;47665,07;928318244887,00;23174,31;9058376888860,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31-10-2010;23290,17;6009117327959,00;26616,23;5129931315951,00;25605,03;7013558258831,00;25607,80;2989404455,00;47665,07;928318244887,00;23174,31;9058376888860,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01-11-2010;23290,17;6009117327959,00;26616,23;5129931315951,00;25605,03;7013558258831,00;25607,80;2989404455,00;47665,07;928318244887,00;23174,31;9058376888860,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02-11-2010;23332,23;6015775078965,00;26649,61;5140882101329,00;25644,44;7023678078447,00;25660,94;3000386106,00;47722,93;926932865797,00;23215,70;9068247552426,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03-11-2010;23425,35;6039081536010,00;26787,49;5168019358644,00;25758,06;7055764943178,00;25778,42;3014123194,00;47939,75;931226423840,00;23318,43;9100028492407,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04-11-2010;23493,58;6055958214777,00;26870,49;5183121261432,00;25821,74;7077758976023,00;25860,14;3023994916,00;48088,27;935188822718,00;23391,93;9129316201833,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05-11-2010;23521,48;6063936897297,00;26909,03;5190806041186,00;25884,74;7092598430522,00;25910,05;3027438891,00;48176,37;936967819622,00;23437,99;9147110391468,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06-11-2010;23521,48;6063936897297,00;26909,03;5190806041186,00;25884,74;7092598430522,00;25910,05;3027438891,00;48176,37;936967819622,00;23437,99;9147110391468,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-11-2010;23521,48;6063936897297,00;26909,03;5190806041186,00;25884,74;7092598430522,00;25910,05;3027438891,00;48176,37;936967819622,00;23437,99;9147110391468,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08-11-2010;23498,14;6058563582827,00;26899,61;5189997306460,00;25852,66;7083991783147,00;25890,84;2803262792,00;48141,08;936452184680,00;23421,34;9141153550048,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-11-2010;23536,27;6067799065532,00;26936,39;5197056876375,00;25894,32;7095205026208,00;25930,98;2807608750,00;48197,00;937541337831,00;23447,22;9148691531329,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-11-2010;23513,58;6062799785963,00;26909,05;5192255295926,00;25858,23;7085842646576,00;25881,69;2803323135,00;48128,50;936159553781,00;23412,55;9134424436179,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11-11-2010;23508,65;6061811304362,00;26905,13;5188676197495,00;25853,37;7084537039813,00;25913,38;2827705210,00;48121,29;936068474541,00;23406,18;9133332758352,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12-11-2010;23467,96;6049726884398,00;26858,71;5181451727399,00;25801,74;7070382145570,00;25858,70;2913936965,00;48024,92;934584264340,00;23363,35;9116591630933,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13-11-2010;23467,96;6049726884398,00;26858,71;5181451727399,00;25801,74;7070382145570,00;25858,70;2913936965,00;48024,92;934584264340,00;23363,35;9116591630933,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14-11-2010;23467,96;6049726884398,00;26858,71;5181451727399,00;25801,74;7070382145570,00;25858,70;2913936965,00;48024,92;934584264340,00;23363,35;9116591630933,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-11-2010;23374,38;6029704201630,00;26751,60;5168093727088,00;25706,39;7047919125675,00;25749,00;2910639973,00;47844,64;927706893775,00;23262,30;9074530414426,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16-11-2010;23343,86;6024152544377,00;26716,78;5163583021089,00;25670,44;7040277087046,00;25730,68;3015686450,00;47785,79;926734309746,00;23233,57;9069784098761,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17-11-2010;23206,16;5989782354625,00;26569,55;5136264068311,00;25526,04;7003278414998,00;25575,02;3117579174,00;47515,42;924215351062,00;23090,88;9019265451273,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18-11-2010;23185,20;5985135606107,00;26537,50;5132726856437,00;25514,92;7001430177248,00;25595,15;3438899004,00;47472,99;923507474209,00;23075,10;9015228914342,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19-11-2010;23254,27;6002799595486,00;26617,81;5150059421115,00;25604,04;7029318392312,00;25661,43;3443125114,00;47611,70;926382520306,00;23148,57;9043745866382,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-11-2010;23254,27;6002799595486,00;26617,81;5150059421115,00;25604,04;7029318392312,00;25661,43;3443125114,00;47611,70;926382520306,00;23148,57;9043745866382,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21-11-2010;23254,27;6002799595486,00;26617,81;5150059421115,00;25604,04;7029318392312,00;25661,43;3443125114,00;47611,70;926382520306,00;23148,57;9043745866382,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-11-2010;23274,88;6008317544399,00;26653,28;5159625445330,00;25624,86;7035003409606,00;25689,66;3994605087,00;47682,77;927749481641,00;23170,25;9052602609965,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23-11-2010;23275,74;6009122649395,00;26670,57;5166347851875,00;25622,78;7035641844393,00;25715,32;4208216162,00;47679,58;927698793534,00;23176,19;9055967977843,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24-11-2010;23170,04;5982282762481,00;26545,66;5142804874205,00;25507,35;7002847524133,00;25616,05;4208628888,00;47458,75;923566649636,00;23069,75;9015122993354,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-11-2010;23265,46;6007262943316,00;26655,03;5167314140709,00;25604,87;7030869120270,00;25746,21;4101204146,00;47599,99;926285131816,00;23152,46;9045957752830,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26-11-2010;23288,53;6013754853032,00;26673,31;5171048416205,00;25630,26;7036294515997,00;25740,09;4218974818,00;47632,95;927062922697,00;23167,03;9050528575531,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27-11-2010;23288,53;6013754853032,00;26673,31;5171048416205,00;25630,26;7036294515997,00;25740,09;4218974818,00;47632,95;927062922697,00;23167,03;9050528575531,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28-11-2010;23288,53;6013754853032,00;26673,31;5171048416205,00;25630,26;7036294515997,00;25740,09;4218974818,00;47632,95;927062922697,00;23167,03;9050528575531,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29-11-2010;23213,75;5991405355729,00;26607,50;5160405322923,00;25545,23;7012638038966,00;25652,37;4263981510,00;47493,75;924391104317,00;23092,83;9022044872186,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-11-2010;23255,50;5996696937977,00;26632,77;5163291691394,00;25574,30;7017030170528,00;25691,69;4840196426,00;47534,24;923820598042,00;23127,53;9036657979989,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01-12-2010;23265,67;5997009306231,00;26644,86;5168780959152,00;25589,89;7019183404951,00;25691,90;4874217168,00;47527,13;920552679369,00;23131,00;9029494667708,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02-12-2010;23351,57;6017991506458,00;26755,90;5191564894205,00;25682,65;7044580825426,00;25784,75;4896768240,00;47683,64;923635996110,00;23213,62;9054466492735,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03-12-2010;23430,22;6038357825080,00;26832,09;5205046866936,00;25773,18;7069609683937,00;25869,72;4905121628,00;47853,53;927051150473,00;23290,72;9085464614100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04-12-2010;23430,22;6038357825080,00;26832,09;5205046866936,00;25773,18;7069609683937,00;25869,72;4905121628,00;47853,53;927051150473,00;23290,72;9085464614100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05-12-2010;23430,22;6038357825080,00;26832,09;5205046866936,00;25773,18;7069609683937,00;25869,72;4905121628,00;47853,53;927051150473,00;23290,72;9085464614100,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06-12-2010;23429,99;6038114818696,00;26839,59;5206141304433,00;25781,08;7071181887127,00;25852,75;4901904306,00;47878,97;928584937220,00;23299,87;9089337038911,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-12-2010;23396,99;6029764775579,00;26800,42;5198585701547,00;25739,96;7061553608312,00;25792,96;4890529483,00;47797,79;927105973224,00;23270,62;9075353616780,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08-12-2010;23396,99;6029764775579,00;26800,42;5198585701547,00;25739,96;7061553608312,00;25792,96;4890529483,00;47797,79;927105973224,00;23270,62;9075353616780,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-12-2010;23369,99;6021676905847,00;26764,03;5191890953677,00;25712,11;7051931018517,00;25753,16;4902711649,00;47749,72;926186247493,00;23240,67;9063377270928,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-12-2010;23346,80;6015865817400,00;26734,31;5182167941829,00;25688,17;7044612817722,00;25720,62;4912398320,00;47657,85;924503207763,00;23215,43;9053653223804,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11-12-2010;23346,80;6015865817400,00;26734,31;5182167941829,00;25688,17;7044612817722,00;25720,62;4912398320,00;47657,85;924503207763,00;23215,43;9053653223804,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12-12-2010;23346,80;6015865817400,00;26734,31;5182167941829,00;25688,17;7044612817722,00;25720,62;4912398320,00;47657,85;924503207763,00;23215,43;9053653223804,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13-12-2010;23308,72;6004744184833,00;26706,33;5177965575827,00;25655,04;7032669832036,00;25700,68;4925428881,00;47609,77;923672759781,00;23191,74;9045113799996,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14-12-2010;23336,53;6015354773544,00;26728,30;5185268125199,00;25693,31;7048231343805,00;25699,81;4925604256,00;47699,36;925147893715,00;23210,46;9052045298545,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-12-2010;23370,84;6026585956765,00;26762,85;5199234964949,00;25737,82;7057667692964,00;25750,11;4988361321,00;47778,21;924043806215,00;23242,68;9064950271861,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16-12-2010;23359,79;6026639695077,00;26751,08;5200352130771,00;25725,66;7058432648244,00;25747,43;5098092440,00;47757,63;924874101449,00;23229,96;9070826303102,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17-12-2010;23328,55;6021456172318,00;26713,90;5196831070024,00;25696,76;7055099919712,00;25737,36;5448932253,00;47680,41;925236610743,00;23201,69;9062123351685,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18-12-2010;23328,55;6021456172318,00;26713,90;5196831070024,00;25696,76;7055099919712,00;25737,36;5448932253,00;47680,41;925236610743,00;23201,69;9062123351685,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19-12-2010;23328,55;6021456172318,00;26713,90;5196831070024,00;25696,76;7055099919712,00;25737,36;5448932253,00;47680,41;925236610743,00;23201,69;9062123351685,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-12-2010;23328,66;6022353798171,00;26705,79;5195504313946,00;25693,95;7061640724278,00;25747,49;6150656854,00;47675,30;925200081074,00;23199,16;9060277191371,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21-12-2010;23307,30;6016280493527,00;26666,32;5188343862278,00;25659,68;7051813762842,00;25711,93;6194843919,00;47617,88;924249033505,00;23174,50;9050870107002,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-12-2010;23292,63;6012989943114,00;26649,79;5186155333992,00;25650,12;7051124623994,00;25688,77;5719071292,00;47582,48;923680781063,00;23171,53;9049576618113,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23-12-2010;23273,96;6007241556025,00;26626,53;5183861819928,00;25630,30;7045850164249,00;25676,63;5753838710,00;47529,96;922840141192,00;23147,42;9040202573380,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24-12-2010;23260,48;6003989487080,00;26622,80;5183335302825,00;25630,43;7045684744347,00;25654,57;5748060041,00;47509,51;922585788763,00;23140,79;9037725400251,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-12-2010;23260,48;6003989487080,00;26622,80;5183335302825,00;25630,43;7045684744347,00;25654,57;5748060041,00;47509,51;922585788763,00;23140,79;9037725400251,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26-12-2010;23260,48;6003989487080,00;26622,80;5183335302825,00;25630,43;7045684744347,00;25654,57;5748060041,00;47509,51;922585788763,00;23140,79;9037725400251,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27-12-2010;23273,44;6007537004934,00;26643,98;5187649089748,00;25640,73;7051069521967,00;25675,99;5944661278,00;47546,03;923246593569,00;23153,96;9042745266948,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28-12-2010;23266,51;6005565286841,00;26640,60;5187263699751,00;25631,52;7047843259516,00;25671,77;5927028165,00;47538,17;923057500616,00;23143,90;9038894965730,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29-12-2010;23235,09;5987348452776,00;26604,89;5181656720202,00;25609,71;7044746197814,00;25637,40;5926910664,00;47464,93;921639418532,00;23121,33;9030715550856,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30-12-2010;23306,83;6005143266140,00;26675,68;5192692901079,00;25689,18;7063985415374,00;25728,46;5965664381,00;47591,56;922606507203,00;23192,96;9060466662318,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31-12-2010;23355,17;6017557513727,00;26745,24;5207558881722,00;25749,83;7080999255273,00;25763,85;5973840986,00;47717,31;925038615593,00;23256,65;9085240156548,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valores Confirmados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;Valor Cuota;Valor Patrimonio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01-01-2011;23355,17;6017557513727,00;26745,24;5207558881722,00;25749,83;7080999255273,00;25763,85;5973840986,00;47717,31;925038615593,00;23256,65;9085240156548,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02-01-2011;23355,17;6017557513727,00;26745,24;5207558881722,00;25749,83;7080999255273,00;25763,85;5973840986,00;47717,31;925038615593,00;23256,65;9085240156548,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03-01-2011;23377,04;6023532431500,00;26771,30;5213042659016,00;25772,76;7086608307496,00;25792,33;5980443965,00;47780,25;926270500368,00;23282,22;9094428419382,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04-01-2011;23448,53;6037718186484,00;26856,25;5234890235622,00;25839,36;7102697218881,00;25880,24;6109649676,00;47931,63;926536636225,00;23351,46;9106022473966,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05-01-2011;23739,34;6111693709831,00;27196,69;5300387935933,00;26088,86;7173304133165,00;26123,27;6838382865,00;48537,24;938159245006,00;23644,72;9220963846821,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06-01-2011;23795,19;6129169298264,00;27282,02;5317286853883,00;26136,91;7187208304451,00;26187,68;6890569448,00;48671,25;940856412992,00;23708,97;9246717061589,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07-01-2011;23785,25;6127217878906,00;27265,71;5314383102747,00;26132,65;7185689946572,00;26183,36;6915259090,00;48622,17;941080118115,00;23696,40;9238884041465,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08-01-2011;23785,25;6127217878906,00;27265,71;5314383102747,00;26132,65;7185689946572,00;26183,36;6915259090,00;48622,17;941080118115,00;23696,40;9238884041465,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09-01-2011;23785,25;6127217878906,00;27265,71;5314383102747,00;26132,65;7185689946572,00;26183,36;6915259090,00;48622,17;941080118115,00;23696,40;9238884041465,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-01-2011;23738,43;6114262880029,00;27213,85;5304945149599,00;26088,91;7172766084654,00;26122,71;6891762979,00;48519,02;938964604627,00;23650,58;9220383293445,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11-01-2011;23644,64;6090301306196,00;27105,82;5284251551705,00;25996,39;7146633631167,00;26017,75;6860275855,00;48316,49;935055331721,00;23560,77;9186148429481,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12-01-2011;23631,86;6089151956868,00;27083,24;5274806922400,00;25979,53;7145954990914,00;26003,45;6868672226,00;48277,05;934537198118,00;23540,96;9176705680482,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13-01-2011;23709,97;6108379839922,00;27167,99;5294445960425,00;26059,52;7172479758178,00;26071,31;6755185696,00;48411,13;937842709946,00;23611,47;9208091039631,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14-01-2011;23734,57;6118731705429,00;27200,67;5305169778875,00;26109,68;7185673237597,00;26100,62;6900775225,00;48511,50;939763245533,00;23637,96;9231849672278,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-01-2011;23734,57;6118731705429,00;27200,67;5305169778875,00;26109,68;7185673237597,00;26100,62;6900775225,00;48511,50;939763245533,00;23637,96;9231849672278,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16-01-2011;23734,57;6118731705429,00;27200,67;5305169778875,00;26109,68;7185673237597,00;26100,62;6900775225,00;48511,50;939763245533,00;23637,96;9231849672278,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17-01-2011;23744,47;6124281962411,00;27218,70;5315820228411,00;26117,07;7197341660464,00;26151,90;6986521209,00;48527,04;938580799845,00;23640,43;9236235638669,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18-01-2011;23707,86;6116172061712,00;27180,84;5309554135117,00;26063,53;7184563269736,00;26124,24;7242159202,00;48444,24;938013738469,00;23605,95;9222327150714,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19-01-2011;23741,08;6125143724495,00;27217,92;5318714112644,00;26114,17;7198686913647,00;26140,79;6769007756,00;48516,33;939233252332,00;23640,59;9237602111723,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-01-2011;23739,44;6125467466503,00;27212,60;5320468161092,00;26108,96;7197820122683,00;26125,43;7422382137,00;48535,31;939765190377,00;23634,50;9234525502414,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21-01-2011;23667,56;6106808608250,00;27116,11;5300717703118,00;26018,56;7171308051919,00;26060,16;7801833295,00;48401,85;937306827652,00;23558,79;9205514124375,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22-01-2011;23667,56;6106808608250,00;27116,11;5300717703118,00;26018,56;7171308051919,00;26060,16;7801833295,00;48401,85;937306827652,00;23558,79;9205514124375,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23-01-2011;23667,56;6106808608250,00;27116,11;5300717703118,00;26018,56;7171308051919,00;26060,16;7801833295,00;48401,85;937306827652,00;23558,79;9205514124375,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24-01-2011;23647,73;6102322212598,00;27084,61;5295866679070,00;26001,13;7166586338119,00;26040,25;7800048310,00;48355,01;936445433304,00;23532,01;9194528270733,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-01-2011;23641,02;6100611029332,00;27083,21;5296354799804,00;26004,46;7168013092461,00;26061,65;7806496585,00;48370,92;936930549433,00;23544,47;9198470509723,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26-01-2011;23629,04;6097830568071,00;27058,68;5292360915054,00;25966,45;7158659874488,00;26013,89;7839985386,00;48321,58;935802318137,00;23519,66;9188794171257,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
